GRE_Score,TOEFL_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit,Admitted,Year,Stream,Cluster
323,95,1,3.5,3.0,6.34,1,0.51,0,2018,CE,Mid Profile
340,100,4,5.0,5.0,7.24,1,0.58,0,2024,CE,Mid Profile
291,101,3,1.5,3.0,6.05,0,0.46,0,2023,DS,Low Profile
323,114,5,1.0,4.0,7.74,1,0.68,1,2019,DS,Mid Profile
296,100,1,3.0,5.0,8.83,0,0.69,1,2018,EE,Low Profile
323,117,5,1.5,5.0,9.21,0,0.77,1,2018,CE,Low Profile
321,114,4,3.5,3.0,8.42,1,0.88,1,2020,CE,Mid Profile
294,118,5,5.0,2.5,9.39,1,0.73,1,2023,ME,Mid Profile
324,95,2,2.5,1.5,7.63,0,0.58,0,2019,CE,High Profile
335,120,5,3.0,3.0,9.4,0,0.82,1,2023,CS,High Profile
334,109,4,4.0,5.0,8.03,1,0.68,1,2018,EE,Mid Profile
291,120,1,1.5,3.0,6.89,0,0.59,0,2023,DS,Low Profile
302,102,5,5.0,2.5,9.78,0,0.86,1,2019,DS,High Profile
302,119,4,1.5,1.0,7.1,0,0.57,0,2024,CS,High Profile
313,109,2,4.5,2.5,6.1,0,0.45,0,2021,ME,Low Profile
297,94,3,3.5,2.0,6.97,1,0.58,0,2019,EE,Mid Profile
333,103,2,1.5,5.0,7.47,1,0.64,0,2019,CS,Mid Profile
329,95,3,4.0,3.0,7.41,1,0.63,0,2023,CS,Mid Profile
331,119,5,1.5,1.5,8.1,0,0.68,1,2020,ME,High Profile
300,100,5,3.5,1.0,9.53,1,0.86,1,2020,CE,Mid Profile
290,98,2,5.0,4.5,7.17,1,0.64,0,2023,ME,Mid Profile
336,108,5,5.0,5.0,8.08,0,0.61,0,2021,EE,Low Profile
304,104,3,4.5,4.0,7.36,0,0.52,0,2022,CE,Low Profile
323,94,4,3.0,1.5,9.29,0,0.67,1,2021,CE,High Profile
336,115,4,3.5,1.0,6.63,1,0.64,0,2018,DS,Mid Profile
291,116,3,2.0,1.5,6.41,1,0.56,0,2018,EE,Mid Profile
290,113,3,5.0,4.0,8.01,0,0.67,1,2018,EE,Low Profile
290,109,3,3.0,4.0,8.69,0,0.63,0,2022,ME,Low Profile
297,103,5,4.0,4.5,9.18,0,0.86,1,2021,ME,Low Profile
292,107,2,2.5,1.0,8.36,1,0.69,1,2023,ME,Mid Profile
331,107,2,4.0,1.5,9.1,0,0.76,1,2024,DS,High Profile
320,96,2,2.0,5.0,7.57,0,0.64,0,2019,CS,Low Profile
339,94,1,4.0,5.0,6.13,0,0.4,0,2024,ME,Low Profile
330,99,2,1.0,4.0,6.46,1,0.52,0,2024,ME,Mid Profile
339,105,1,1.0,1.0,6.15,0,0.48,0,2022,EE,High Profile
302,96,1,2.5,1.0,7.32,1,0.76,1,2021,CE,Mid Profile
304,95,4,3.0,1.0,7.98,1,0.7,1,2019,DS,Mid Profile
333,116,1,4.0,4.0,7.43,1,0.74,1,2019,ME,Mid Profile
302,102,3,2.5,4.5,8.24,0,0.72,1,2018,CS,Low Profile
292,108,4,1.0,3.5,7.92,0,0.66,1,2022,CS,Low Profile
324,107,4,2.0,2.0,8.71,0,0.67,1,2021,ME,High Profile
330,113,3,2.5,4.0,8.67,1,0.84,1,2019,CE,Mid Profile
339,113,1,3.0,1.0,7.27,1,0.56,0,2018,EE,Mid Profile
337,100,5,3.5,4.5,7.38,1,0.74,1,2018,EE,Mid Profile
296,116,5,2.0,5.0,8.34,1,0.76,1,2022,DS,Mid Profile
329,102,4,3.5,4.0,8.39,1,0.6,0,2022,CS,Mid Profile
333,116,1,3.5,4.5,7.26,0,0.57,0,2022,CS,Low Profile
325,103,1,4.0,3.5,7.32,1,0.66,1,2018,CS,Mid Profile
331,95,2,3.0,3.0,8.78,1,0.75,1,2018,DS,Mid Profile
332,114,1,4.5,2.0,8.59,0,0.75,1,2018,ME,High Profile
312,92,5,1.5,5.0,6.54,1,0.51,0,2023,CS,Mid Profile
292,114,2,4.0,4.0,7.76,0,0.55,0,2023,EE,Low Profile
313,93,2,1.0,1.5,9.57,0,0.77,1,2020,DS,High Profile
300,97,5,1.0,5.0,6.15,0,0.47,0,2018,CE,Low Profile
295,109,5,4.5,1.0,9.42,0,0.77,1,2020,EE,High Profile
296,119,2,3.0,3.5,6.65,0,0.59,0,2023,EE,Low Profile
325,103,2,3.5,1.5,8.03,0,0.6,0,2019,CS,High Profile
315,95,3,3.5,3.5,7.7,1,0.68,1,2023,CE,Mid Profile
317,98,4,4.0,2.5,6.04,0,0.46,0,2021,CS,High Profile
328,117,5,2.0,2.5,9.66,0,0.75,1,2018,EE,High Profile
317,113,5,1.5,4.0,7.82,1,0.63,0,2024,EE,Mid Profile
322,94,5,1.0,4.0,9.82,0,0.82,1,2021,CE,Low Profile
294,103,1,4.5,2.5,7.15,0,0.65,1,2022,CE,Low Profile
333,99,2,2.0,5.0,9.47,0,0.81,1,2018,CE,Low Profile
312,97,3,3.5,3.0,9.69,1,0.76,1,2020,EE,Mid Profile
297,116,1,3.0,1.5,8.23,0,0.49,0,2022,EE,High Profile
331,109,2,1.5,1.0,6.81,1,0.63,0,2022,EE,Mid Profile
327,97,1,2.5,1.5,8.74,0,0.7,1,2018,CS,High Profile
292,110,5,1.0,4.0,8.2,0,0.73,1,2022,CE,Low Profile
299,103,1,1.5,3.0,9.78,1,0.8,1,2024,ME,Mid Profile
290,93,1,1.5,2.5,7.76,1,0.66,1,2023,ME,Mid Profile
303,105,1,4.5,3.0,7.07,0,0.59,0,2019,DS,Low Profile
295,97,1,3.5,4.5,6.55,0,0.45,0,2024,CS,Low Profile
326,99,3,5.0,3.5,8.79,1,0.75,1,2022,DS,Mid Profile
316,117,2,2.5,1.0,9.9,0,0.84,1,2018,CE,High Profile
339,112,5,1.5,1.0,6.11,0,0.52,0,2018,EE,High Profile
328,95,2,3.5,3.0,8.96,1,0.78,1,2024,CE,Mid Profile
321,116,3,5.0,2.5,9.71,0,0.88,1,2019,CE,High Profile
315,108,4,3.0,4.5,6.3,1,0.52,0,2018,EE,Mid Profile
292,117,4,1.0,3.5,6.44,1,0.49,0,2021,EE,Mid Profile
293,113,4,2.0,4.0,8.77,1,0.89,1,2021,DS,Mid Profile
321,101,2,5.0,3.5,8.59,0,0.66,1,2022,CS,Low Profile
290,107,3,3.0,2.5,6.28,0,0.44,0,2022,CS,High Profile
292,107,5,5.0,3.5,9.34,0,0.77,1,2024,CE,Low Profile
301,112,5,3.0,3.5,8.09,0,0.67,1,2023,DS,Low Profile
335,99,4,1.0,4.0,9.63,1,0.84,1,2018,ME,Mid Profile
313,101,4,4.5,1.5,9.51,1,0.84,1,2018,CS,Mid Profile
326,99,5,4.0,3.5,9.25,1,0.83,1,2018,ME,Mid Profile
310,100,4,4.0,2.0,8.06,1,0.71,1,2020,EE,Mid Profile
298,96,5,5.0,4.5,7.01,1,0.47,0,2020,DS,Mid Profile
308,93,1,1.5,4.5,8.02,0,0.72,1,2024,CE,Low Profile
294,119,2,5.0,3.5,6.4,0,0.49,0,2020,EE,Low Profile
329,94,1,2.0,5.0,8.64,0,0.72,1,2018,CE,Low Profile
299,117,1,5.0,3.0,6.54,1,0.48,0,2024,CE,Mid Profile
309,92,3,1.5,1.0,8.04,0,0.61,0,2019,CE,High Profile
339,114,2,3.0,3.5,6.22,1,0.51,0,2024,EE,Mid Profile
320,101,3,4.5,4.0,7.2,0,0.65,1,2023,ME,Low Profile
313,107,3,1.0,1.0,6.93,1,0.57,0,2024,CS,Mid Profile
317,100,4,1.0,1.0,8.48,1,0.79,1,2023,ME,Mid Profile
329,106,5,4.5,2.0,9.15,0,0.74,1,2019,EE,High Profile
302,105,5,1.0,4.5,6.23,0,0.46,0,2022,ME,Low Profile
322,107,2,3.5,3.0,9.4,0,0.77,1,2020,DS,Low Profile
334,103,2,5.0,5.0,9.44,0,0.85,1,2022,DS,Low Profile
319,107,4,3.5,4.5,7.37,0,0.49,0,2023,ME,Low Profile
312,115,1,3.0,3.0,8.64,1,0.69,1,2021,CE,Mid Profile
297,104,3,2.5,4.0,7.61,0,0.49,0,2020,CS,Low Profile
302,102,3,3.5,2.0,6.62,0,0.45,0,2024,ME,High Profile
338,95,1,3.5,1.0,8.11,1,0.65,1,2022,CE,Mid Profile
317,102,4,3.0,2.5,6.35,1,0.46,0,2024,CE,Mid Profile
305,95,2,1.5,3.5,9.51,0,0.73,1,2019,DS,Low Profile
311,97,1,3.5,1.5,9.7,1,0.73,1,2023,ME,Mid Profile
319,119,4,4.0,1.5,9.29,0,0.74,1,2020,DS,High Profile
317,94,1,4.0,1.0,8.25,0,0.71,1,2021,DS,High Profile
325,105,4,1.0,4.0,8.23,0,0.7,1,2024,ME,Low Profile
303,116,1,4.0,5.0,9.94,0,0.84,1,2020,CS,Low Profile
323,119,3,4.0,4.5,6.99,0,0.51,0,2019,EE,Low Profile
312,96,5,1.5,2.5,6.3,1,0.45,0,2024,CE,Mid Profile
337,96,2,4.5,3.5,8.25,0,0.6,0,2024,ME,Low Profile
298,102,4,3.0,5.0,7.32,0,0.57,0,2020,DS,Low Profile
297,108,4,3.0,3.5,7.29,0,0.63,0,2020,DS,Low Profile
313,119,5,4.0,2.0,6.03,0,0.53,0,2019,CS,High Profile
315,98,1,3.0,2.5,8.38,0,0.7,1,2018,DS,High Profile
325,96,4,3.0,4.0,7.06,1,0.57,0,2021,EE,Mid Profile
310,99,5,2.0,3.0,6.75,1,0.58,0,2019,DS,Mid Profile
336,117,4,5.0,4.5,6.16,1,0.54,0,2023,ME,Mid Profile
314,92,1,5.0,4.5,7.46,0,0.56,0,2019,ME,Low Profile
296,103,5,1.5,1.0,9.52,1,0.96,1,2022,CS,Mid Profile
296,95,1,4.0,4.0,7.35,1,0.51,0,2021,CS,Mid Profile
339,96,3,1.0,2.5,8.72,1,0.76,1,2022,ME,Mid Profile
296,118,3,2.5,3.0,9.03,0,0.82,1,2018,ME,Low Profile
338,92,3,5.0,2.0,7.31,1,0.55,0,2021,ME,Mid Profile
304,101,3,1.5,2.5,9.29,0,0.72,1,2022,CS,High Profile
294,118,1,2.5,2.0,8.77,1,0.74,1,2020,ME,Mid Profile
305,109,3,1.5,1.0,8.24,0,0.66,1,2024,CS,High Profile
321,94,5,4.0,4.5,6.0,1,0.42,0,2021,CS,Mid Profile
311,105,3,3.0,1.5,6.14,0,0.5,0,2020,ME,High Profile
330,120,2,3.5,2.5,9.96,1,0.94,1,2018,CE,Mid Profile
321,103,5,5.0,1.5,9.13,0,0.79,1,2019,CE,High Profile
310,107,1,3.0,1.5,9.75,1,0.81,1,2021,DS,Mid Profile
322,107,3,4.0,2.5,9.61,0,0.81,1,2020,DS,High Profile
339,111,3,1.0,5.0,6.08,1,0.49,0,2024,EE,Mid Profile
311,97,3,1.5,5.0,9.17,1,0.78,1,2023,CE,Mid Profile
297,116,5,5.0,2.5,7.8,0,0.76,1,2019,CS,High Profile
310,120,3,4.5,3.0,9.16,0,0.78,1,2022,DS,Low Profile
332,96,5,3.5,5.0,6.03,1,0.46,0,2021,EE,Mid Profile
301,115,1,2.5,2.0,7.15,0,0.57,0,2018,CE,High Profile
338,115,4,1.5,5.0,9.01,0,0.7,1,2022,DS,Low Profile
320,113,3,4.5,1.0,9.17,1,0.76,1,2021,CE,Mid Profile
320,102,2,4.5,2.0,8.48,0,0.63,0,2018,DS,High Profile
306,105,2,2.0,2.5,7.21,0,0.54,0,2021,CS,High Profile
336,116,4,3.5,1.0,7.24,0,0.65,1,2023,CS,High Profile
291,96,4,3.5,4.5,9.87,0,0.84,1,2020,CE,Low Profile
305,116,4,3.0,4.5,7.76,0,0.67,1,2020,ME,Low Profile
311,118,1,5.0,2.5,7.79,0,0.57,0,2018,CS,Low Profile
314,111,3,1.5,4.5,8.21,0,0.64,0,2019,CE,Low Profile
314,101,5,2.0,4.0,7.64,0,0.63,0,2024,CS,Low Profile
297,108,1,1.0,4.5,8.21,0,0.62,0,2022,DS,Low Profile
301,93,3,4.0,4.5,7.73,0,0.58,0,2019,CS,Low Profile
294,119,3,3.5,3.5,9.31,0,0.8,1,2021,ME,Low Profile
319,101,5,5.0,1.0,9.64,1,0.85,1,2019,DS,Mid Profile
307,93,2,3.0,5.0,9.73,0,0.8,1,2021,ME,Low Profile
318,115,3,1.5,3.5,8.26,1,0.82,1,2019,CE,Mid Profile
320,111,4,3.0,5.0,7.77,1,0.68,1,2022,CE,Mid Profile
325,110,1,1.0,5.0,8.82,1,0.84,1,2021,DS,Mid Profile
317,93,5,4.0,1.5,9.35,1,0.86,1,2022,ME,Mid Profile
323,113,5,4.0,2.5,8.25,0,0.61,0,2021,DS,High Profile
319,110,4,4.5,1.5,8.8,1,0.73,1,2020,ME,Mid Profile
323,115,4,2.5,1.0,9.0,0,0.72,1,2019,DS,High Profile
321,115,4,2.0,5.0,8.71,1,0.74,1,2019,CE,Mid Profile
306,98,4,1.0,5.0,8.98,0,0.73,1,2021,CS,Low Profile
302,98,5,2.5,5.0,6.83,0,0.56,0,2021,CE,Low Profile
330,118,3,3.0,4.5,7.99,0,0.73,1,2022,DS,Low Profile
307,107,3,4.0,3.5,8.35,0,0.69,1,2018,CS,Low Profile
318,104,4,4.0,3.0,6.01,0,0.44,0,2019,DS,Low Profile
300,100,1,1.5,5.0,9.42,1,0.7,1,2023,CS,Mid Profile
312,110,5,2.0,3.0,8.44,0,0.71,1,2024,DS,High Profile
317,113,4,3.0,3.5,6.52,1,0.58,0,2024,CE,Mid Profile
321,92,4,2.5,1.5,9.27,0,0.77,1,2020,CS,High Profile
316,108,2,1.0,4.0,8.87,1,0.9,1,2018,CE,Mid Profile
308,120,2,4.5,4.5,9.03,0,0.82,1,2019,CS,Low Profile
339,100,3,4.0,4.0,7.57,0,0.65,1,2018,ME,Low Profile
316,100,4,3.0,3.0,9.42,0,0.73,1,2024,DS,High Profile
305,105,3,3.0,3.0,7.5,1,0.65,1,2022,MCA,Mid Profile
310,110,4,3.5,3.5,8.0,1,0.72,1,2023,MCA,Mid Profile
295,100,2,2.5,2.0,6.8,0,0.55,0,2021,MCA,High Profile
320,115,5,4.0,4.0,8.7,1,0.85,1,2024,MCA,Mid Profile
300,98,3,2.5,3.0,7.2,0,0.58,0,2020,MCA,Low Profile
312,108,4,3.5,4.0,8.2,1,0.78,1,2023,MCA,Mid Profile
298,102,2,2.0,2.5,6.9,0,0.52,0,2019,MCA,High Profile
330,118,5,4.5,4.5,9.1,1,0.92,1,2024,MCA,Mid Profile
315,112,4,3.5,3.0,8.4,1,0.8,1,2022,MCA,Mid Profile
290,95,1,2.0,2.0,6.5,0,0.48,0,2018,MCA,High Profile
308,107,3,3.0,3.5,7.8,1,0.7,1,2021,MCA,Mid Profile
325,114,5,4.0,4.0,8.9,1,0.88,1,2023,MCA,Mid Profile
299,101,2,2.5,2.5,7.1,0,0.56,0,2020,MCA,High Profile
318,109,4,3.5,4.0,8.3,1,0.79,1,2022,MCA,Mid Profile
305,104,3,3.0,3.0,7.6,1,0.66,1,2021,MCA,Mid Profile
292,97,1,2.0,2.5,6.4,0,0.5,0,2019,MCA,Low Profile
335,117,5,4.5,5.0,9.3,1,0.95,1,2024,MCA,Mid Profile
300,103,3,3.0,3.0,7.4,0,0.6,0,2020,MCA,Low Profile
310,106,4,3.5,3.5,8.1,1,0.74,1,2021,MCA,Mid Profile
297,100,2,2.5,2.0,6.7,0,0.53,0,2018,MCA,High Profile
322,113,5,4.0,4.0,8.8,1,0.87,1,2023,MCA,Mid Profile
306,105,3,3.0,3.0,7.7,1,0.67,1,2022,MCA,Mid Profile
315,110,4,3.5,3.5,8.4,1,0.81,1,2023,MCA,Mid Profile
289,94,1,2.0,2.0,6.3,0,0.45,0,2018,MCA,High Profile
328,116,5,4.5,4.5,9.0,1,0.9,1,2024,MCA,Mid Profile
302,102,3,3.0,2.5,7.3,0,0.59,0,2020,MCA,High Profile
318,111,4,3.5,4.0,8.5,1,0.82,1,2022,MCA,Mid Profile
295,99,2,2.5,2.5,6.9,0,0.54,0,2019,MCA,High Profile
332,118,5,4.5,5.0,9.2,1,0.93,1,2024,MCA,Mid Profile
309,107,3,3.0,3.0,7.9,1,0.71,1,2021,MCA,Mid Profile
305,103,3,3.0,3.5,7.6,1,0.66,1,2022,MCA,Mid Profile
298,100,2,2.5,2.5,7.0,0,0.55,0,2019,MCA,High Profile
325,115,5,4.0,4.5,8.9,1,0.89,1,2023,MCA,Mid Profile
300,101,3,3.0,2.5,7.2,0,0.58,0,2020,MCA,High Profile
312,108,4,3.5,3.5,8.3,1,0.77,1,2022,MCA,Mid Profile
293,96,1,2.0,2.0,6.6,0,0.49,0,2018,MCA,High Profile
330,117,5,4.5,4.5,9.1,1,0.91,1,2024,MCA,Mid Profile
307,106,3,3.0,3.0,7.8,1,0.69,1,2021,MCA,Mid Profile
318,112,4,3.5,4.0,8.6,1,0.83,1,2023,MCA,Mid Profile
296,100,2,2.5,2.0,6.8,0,0.53,0,2019,MCA,High Profile
334,118,5,4.5,5.0,9.3,1,0.94,1,2024,MCA,Mid Profile
310,105,3,3.0,3.5,7.9,1,0.7,1,2022,MCA,Mid Profile
299,102,2,2.5,2.5,7.1,0,0.56,0,2020,MCA,High Profile
321,113,5,4.0,4.5,8.7,1,0.86,1,2023,MCA,Mid Profile
305,104,3,3.0,3.0,7.6,1,0.65,1,2021,MCA,Mid Profile
292,97,1,2.0,2.5,6.5,0,0.5,0,2018,MCA,Low Profile
333,117,5,4.5,5.0,9.2,1,0.92,1,2024,MCA,Mid Profile
308,106,3,3.0,3.0,7.8,1,0.68,1,2022,MCA,Mid Profile
